ticker,date,alpha_annual,beta_mkt,r2,regime
SPY,2022-04-08,0.2770973963739027,-0.126711561950572,0.0279293443885761,range_bound
SPY,2022-04-11,0.2887685132296622,-0.1264146500271933,0.0278587656274782,range_bound
SPY,2022-04-12,0.3191592477889811,-0.1398604637121807,0.0338985181397277,range_bound
SPY,2022-04-27,0.3587295302418909,-0.1451809136336166,0.0372183432219687,range_bound
SPY,2022-04-28,0.309074076517331,-0.1554297790388545,0.0437983769441261,range_bound
SPY,2022-04-29,0.3424285575354751,-0.1376254810432556,0.0354697758179313,range_bound
SPY,2022-05-02,0.2931222401603648,-0.1095742431382697,0.02430555769411,range_bound
SPY,2022-05-03,0.2547103720077623,-0.1033094843486571,0.0221961873108925,range_bound
SPY,2022-05-04,0.2687299841228632,-0.1025561462926105,0.0219925174091289,range_bound
SPY,2022-05-05,0.2504872121700985,-0.0953625052453862,0.0202204086104956,range_bound
SPY,2022-05-06,0.2859070760234086,-0.0798565824775597,0.0157217891383044,range_bound
SPY,2022-05-09,0.2770865625375867,-0.0792464517966049,0.0155111450821535,crisis
SPY,2022-05-12,0.2254519286970722,-0.066210565022206,0.0118594985732954,crisis
SPY,2022-05-13,0.1505874467419221,-0.0409497980336275,0.0052098468434547,crisis
SPY,2022-05-16,0.123071714508165,-0.0461079393586993,0.0069103683933957,range_bound
SPY,2022-05-17,0.0919960224326903,-0.0533897355936299,0.0094178769541336,crisis
SPY,2022-05-18,0.0928768892307321,-0.0523326122790674,0.0092327179282635,crisis
SPY,2022-05-19,0.0922988497686743,-0.0435947679195181,0.0068915604584549,crisis
SPY,2022-05-20,0.1301239806898095,-0.0598625717811186,0.0134840490524411,crisis
SPY,2022-05-23,0.1320558731304071,-0.059988293389851,0.0135431544471062,crisis
SPY,2022-05-24,0.1468432786020812,-0.0587607282218572,0.0131852140146343,crisis
SPY,2022-05-25,0.1474097894901236,-0.0583600758683499,0.0130389778826499,crisis
SPY,2022-05-26,0.1463483705328006,-0.0583023572262519,0.0130518705049519,crisis
SPY,2022-05-27,0.1335430971853022,-0.0618279983179233,0.0148973055857175,crisis
SPY,2022-05-31,0.1393879903667818,-0.0575260429907803,0.0131801490196467,crisis
SPY,2022-06-01,0.1329569541322959,-0.0569931710969673,0.0129404270974954,crisis
SPY,2022-06-02,0.1210954302403366,-0.0566779797674846,0.0127924757352454,crisis
SPY,2022-06-03,0.1289541016945188,-0.0528566258200007,0.0112606010061834,crisis
SPY,2022-06-06,0.1149541699908418,-0.0494164930591687,0.0099171332184709,crisis
SPY,2022-06-07,0.1489895971222374,-0.0435594904381748,0.0079744197832761,crisis
SPY,2022-06-08,0.1627091604290595,-0.0422995874709458,0.0075595727412152,crisis
SPY,2022-06-09,0.158998705134282,-0.0399309973278078,0.0067565678326849,crisis
SPY,2022-06-10,0.1309772109502047,-0.0187951785602492,0.001440609107069,crisis
SPY,2022-06-13,0.1232023635989441,0.002581579084146,2.736325776686588e-05,crisis
SPY,2022-06-14,0.1694163626316869,-0.0147617798958086,0.0009239647692472,crisis
SPY,2022-06-15,0.1851701971781758,-0.0132256183109908,0.0007490782223271,crisis
SPY,2022-06-16,0.1978323723140582,-0.0117351986343574,0.0005950766193791,crisis
SPY,2022-06-17,0.167883030454425,-0.0021647133051096,2.093628282862081e-05,crisis
SPY,2022-06-21,0.129747498757337,0.0018830192130454,1.6572261783531772e-05,crisis
SPY,2022-06-22,0.1478918658408097,0.0071317627129239,0.0002422105245182,crisis
SPY,2022-06-23,0.18369058787346,0.0118232084070299,0.0006919962189231,crisis
SPY,2022-06-24,0.1896807685032684,0.0122417215207788,0.0007449343610104,crisis
SPY,2022-06-27,0.2263874503298331,0.0196296272269675,0.0019979727261266,crisis
SPY,2022-06-28,0.2134710478563228,0.0200003101344304,0.0020785925987427,crisis
SPY,2022-06-29,0.2234753222899337,0.0239051482059265,0.0030256145869665,crisis
SPY,2022-06-30,0.2140722056292825,0.0239779533859862,0.0030473682375575,crisis
SPY,2022-07-01,0.1972748299919233,0.0247779657276577,0.0032699369578746,crisis
SPY,2022-07-05,0.2085736458566205,0.0254056859382943,0.0034589152423545,crisis
SPY,2022-07-06,0.224187793889194,0.0261441954549657,0.0036882748363361,crisis
SPY,2022-07-07,0.1190306019779245,0.0618294374520084,0.0356626609182263,crisis
SPY,2022-07-08,0.1678174923226443,0.0712365713853769,0.0480815681081632,crisis
SPY,2022-07-11,0.1388539268237296,0.0784612440445645,0.0594967577477124,crisis
SPY,2022-07-12,0.1139872463910642,0.0826153142504018,0.0630166403788351,crisis
SPY,2022-07-13,0.0994969708123933,0.0853124991137291,0.0655376050600192,crisis
SPY,2022-07-15,0.0854656606700283,0.0863110551392214,0.0660550690031532,crisis
SPY,2022-07-18,0.0276914744477325,0.069640235015287,0.0371502158232545,crisis
SPY,2022-07-19,0.005958316649445,0.0735266428489832,0.039457453164082,crisis
SPY,2022-07-20,0.0886206024794027,0.1069685563621916,0.0621170800839687,crisis
SPY,2022-07-21,0.1037605394955529,0.1087814493758211,0.0633781656519661,crisis
SPY,2022-07-22,0.128431759294133,0.1131822462941087,0.0666116957621291,crisis
SPY,2022-07-25,0.1104677951398434,0.1193423057281175,0.071316525251897,crisis
