ticker,signal,model,alpha_annual,alpha_daily,t_stat,p_value,significant,r2,adj_r2,ic,ir,n_obs,low_sample_size,beta_MKT,beta_SMB,beta_HML,beta_MOM
^GSPC,signal_ensemble,CAPM,-0.006166,-2.454e-05,-0.0481,0.961673,False,0.0061,0.0041,0.0779,-0.0311,499,False,-0.0819,,,
^GSPC,signal_ensemble,FF3,-0.00396,-1.575e-05,-0.0312,0.97513,False,0.0083,0.0023,0.0911,-0.02,499,False,-0.0478,-0.0663,0.0739,
^GSPC,signal_ensemble,Carhart4,-0.002758,-1.096e-05,-0.022,0.982411,False,0.0124,0.0044,0.1112,-0.0139,499,False,-0.0359,-0.086,0.0733,0.1329
^GSPC,signal_rsi_vol_trend_gated,CAPM,-0.052778,-0.00021514,-10.164,0.0,True,0.0003,-0.0013,0.017,-6.7174,632,False,0.0007,,,
^GSPC,signal_rsi_vol_trend_gated,FF3,-0.052491,-0.00021394,-11.0034,0.0,True,0.0086,0.0038,0.0926,-6.7087,632,False,0.0026,0.0019,0.0054,
^GSPC,signal_rsi_vol_trend_gated,Carhart4,-0.052132,-0.00021244,-11.8662,0.0,True,0.0136,0.0074,0.1168,-6.6799,632,False,0.0031,0.0011,0.0056,0.0058
^GSPC,signal_zscore_vol_bb_gated,CAPM,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0,True,0.0,,,
^GSPC,signal_zscore_vol_bb_gated,FF3,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,
^GSPC,signal_zscore_vol_bb_gated,Carhart4,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0
^GSPC,signal_macd_trend_gated,CAPM,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0,True,0.0,,,
^GSPC,signal_macd_trend_gated,FF3,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,
^GSPC,signal_macd_trend_gated,Carhart4,0.0,0.0,0.0,1.0,False,0.0,0.0,0.0,0.0,0,True,0.0,0.0,0.0,0.0
^GSPC,signal_bb_breakout_gated,CAPM,-0.048189,-0.00019597,-86.1762,0.0,True,0.0,-0.0016,0.0053,-68.3184,632,False,0.0,,,
^GSPC,signal_bb_breakout_gated,FF3,-0.048196,-0.000196,-85.0957,0.0,True,0.0003,-0.0045,0.0162,-68.336,632,False,0.0001,-0.0001,0.0001,
^GSPC,signal_bb_breakout_gated,Carhart4,-0.048191,-0.00019598,-85.848,0.0,True,0.0004,-0.006,0.0194,-68.3331,632,False,0.0001,-0.0001,0.0001,0.0001
^GSPC,signal_mr_pool,CAPM,-0.052778,-0.00021514,-10.164,0.0,True,0.0003,-0.0013,0.017,-6.7174,632,False,0.0007,,,
^GSPC,signal_mr_pool,FF3,-0.052491,-0.00021394,-11.0034,0.0,True,0.0086,0.0038,0.0926,-6.7087,632,False,0.0026,0.0019,0.0054,
^GSPC,signal_mr_pool,Carhart4,-0.052132,-0.00021244,-11.8662,0.0,True,0.0136,0.0074,0.1168,-6.6799,632,False,0.0031,0.0011,0.0056,0.0058
^GSPC,signal_trend_pool,CAPM,-0.048185,-0.00019595,-86.7735,0.0,True,0.0,-0.0016,0.0053,-68.792,632,False,0.0,,,
^GSPC,signal_trend_pool,FF3,-0.048192,-0.00019598,-85.6855,0.0,True,0.0003,-0.0045,0.0162,-68.8097,632,False,0.0001,-0.0001,0.0001,
^GSPC,signal_trend_pool,Carhart4,-0.048187,-0.00019596,-86.443,0.0,True,0.0004,-0.006,0.0194,-68.8067,632,False,0.0001,-0.0001,0.0001,0.0001
^GSPC,signal_regime_adaptive,CAPM,-0.053304,-0.00021735,-10.2903,0.0,True,0.0003,-0.0013,0.0175,-6.7961,632,False,0.0007,,,
^GSPC,signal_regime_adaptive,FF3,-0.053025,-0.00021618,-11.1339,0.0,True,0.0086,0.0038,0.0925,-6.7885,632,False,0.0026,0.0018,0.0055,
^GSPC,signal_regime_adaptive,Carhart4,-0.052664,-0.00021466,-11.9956,0.0,True,0.0137,0.0074,0.1171,-6.7599,632,False,0.0032,0.001,0.0057,0.0059
^GSPC,signal_adaptive,CAPM,-0.013607,-5.437e-05,-0.2059,0.836893,False,0.0078,0.0051,0.0882,-0.1611,369,False,-0.0461,,,
^GSPC,signal_adaptive,FF3,-0.003366,-1.338e-05,-0.0492,0.960744,False,0.0189,0.0109,0.1376,-0.0401,369,False,-0.0591,0.0778,-0.0057,
^GSPC,signal_adaptive,Carhart4,0.001565,6.21e-06,0.0225,0.982068,False,0.0291,0.0184,0.1706,0.0187,369,False,-0.0487,0.0693,-0.0125,0.0981
