datetime,open,high,low,close,volume,returns,returns_norm,returns_fwd_1,returns_fwd_5,vol_5d,vol_5d_annual,vol_21d,vol_21d_annual,vol_63d,vol_63d_annual,rsi_14,tr,atr_14,vol_ratio_20,vwap_20d,vwap_dev,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,ema_12,ema_26,macd_line,macd_signal,macd_histogram,z_price_20d,z_price_60d
2020-01-02 00:00:00-05:00,66.86783552352698,67.8730239868164,66.77262179859589,67.8730239868164,27278000.0,,,0.005258814013650692,-0.01894487522449706,,,,,,,,1.1004021882205137,,,,,,,,,,,,,,,,
2020-01-03 00:00:00-05:00,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000.0,-0.0052450347385542195,,0.0,-0.030974345722297847,,,,,,,,1.310669981298787,,,,,,,,,,,,,,,,
2020-01-04 00:00:00-05:00,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000.0,0.0,,0.0,-0.041041291604169805,0.0037087996311906987,0.05887536892019197,,,,,,1.310669981298787,,,,,,,,,,,,,,,,
2020-01-05 00:00:00-05:00,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000.0,0.0,,-0.025962193344278184,-0.047195083152411166,0.003028222218213217,0.04807153742419525,,,,,,1.310669981298787,,,,,,,,,,,,,,,,
2020-01-06 00:00:00-05:00,67.02751808217074,69.34288486446046,66.9962821053439,69.31759643554688,46768000.0,0.026305160224620573,,0.0019353673327198173,-0.021798835387133897,0.014243005563894457,0.2261007038650441,,,,,,2.346602759116564,,,,,,,,,,,,,,,,
2020-01-07 00:00:00-05:00,69.44900962487809,69.59976407326137,69.00765768436452,69.18370056152344,34330000.0,-0.0019334969222621627,,-0.007067436510343694,-0.023688357047458197,0.012747986803378523,0.20236801679083696,,,,,,0.5921063888968519,,,,,,,,,,,,,,,,
2020-01-08 00:00:00-05:00,69.16931937572167,70.01384094895226,69.06071987013958,69.67613220214844,35314000.0,0.0070925291366803365,,-0.010388729996395951,-0.02429802500422007,0.011704750672033177,0.18580715661729558,,,,,,0.9531210788126856,,,,,,,,,,,,,,,,
2020-01-09 00:00:00-05:00,70.51369507317621,70.84842998736566,69.93250016192401,70.40757751464844,33200000.0,0.010443069525291185,,-0.006417160086627294,-0.007549366516318878,0.011222943178893491,0.17815869977736515,,,,,,1.172297785217225,,,,,,,,,,,,,,,,
2020-01-10 00:00:00-05:00,70.88760830833094,71.15886487459247,70.39815395293984,70.86231231689453,26258000.0,0.006437838570647839,,0.0,-0.007115409304935372,0.010356852221722366,0.16440993206474502,,,,,,0.7607109216526311,,,,,,,,,,,,,,,,
2020-01-11 00:00:00-05:00,70.88760830833094,71.15886487459247,70.39815395293984,70.86231231689453,26258000.0,0.0,,0.0,-0.014619243392435921,0.005181555092296655,0.08225463707278369,,,,,,0.7607109216526311,,0.8763474952441345,69.18273548367735,0.02370197610411239,69.07365341186524,71.84770899971674,66.29959782401373,0.0803216697200206,0.8223906025644212,,,,,,1.2895624102576833,
2020-01-12 00:00:00-05:00,70.88760830833094,71.15886487459247,70.39815395293984,70.86231231689453,26258000.0,0.0,,-0.00768748357375304,-0.03417336508365654,0.004633095552035862,0.07354811178651843,0.009056956339134148,0.14377472465111357,,,,0.7607109216526311,,0.8863106343283582,69.31806519353661,0.021792220333596853,69.23625876686789,72.08041558901485,66.39210194472093,0.08215801583744703,0.7858586308189554,,,,,,1.1434345232758238,
2020-01-13 00:00:00-05:00,71.17423856104631,71.48318564833806,70.68429232295442,71.41128540039062,30730000.0,0.00771718459090482,,0.006598692005225226,-0.026691068661807038,0.0047181874649004025,0.07489890402665254,0.008653378727816796,0.13736812868555837,,,,0.798893325383645,,1.0340476364064628,69.49843931081791,0.026786327663025748,69.41751098632812,72.40594825044124,66.42907372221501,0.08610038653508316,0.833581440374355,69.84085583709155,,,,,1.3343257614974193,
2020-01-14 00:00:00-05:00,71.4097937019993,71.54021599791382,70.80330278532237,70.94315338134766,26076000.0,-0.006577015940666434,,-0.005982707808659837,-0.033071531814447774,0.005761349743498467,0.09145859182417627,0.00886120197587121,0.14066722047161637,,,,0.7369132125914462,,0.8857938718662952,69.59687922391593,0.018976801752735223,69.53486809363731,72.51860860198406,66.55112758529057,0.0858199803968497,0.7359932580884283,70.01044007466942,,,,,0.9439730323537121,
2020-01-15 00:00:00-05:00,71.06367483770075,71.44849487036305,70.99623144948461,71.3701400756836,21550000.0,0.006000675906116895,,-0.00755760957297924,-0.027251863945012333,0.005670578802655977,0.09001764780973277,0.00850819489784721,0.13506340683463391,,,,0.5053414890153931,1.003628550270609,0.7463314235956502,69.69141067362352,0.023521453093406895,69.66595894949776,72.69584892651362,66.63606897248191,0.08698337100942752,0.7812282193600114,70.21962469021005,,,,,1.1249128774400436,
2020-01-16 00:00:00-05:00,71.68006159560105,71.94041435124791,71.40979626083083,71.91363525390625,26080000.0,0.0075863130152651745,,-0.019844229309430417,-0.021649610159214183,0.006184547258325487,0.09817664410233347,0.008234700287709236,0.13072181449458403,,,57.73429688895277,0.5702742755643158,0.9726746735058739,0.9090824587984867,69.82608969931991,0.029028508254600426,69.81580403645833,72.95773263684626,66.6738754360704,0.09000622835331637,0.8338445083043745,70.48024170000947,,,,,1.335378033217495,
2020-01-17 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.020043770264427472,,0.0,-0.0029315783607526402,0.009438241031661158,0.14982743150196676,0.008935816001758941,0.141851681412514,,,66.97258843402662,1.507039402633069,1.010843582729245,1.737519368283245,70.21089688553423,0.043051912134022895,70.03791618347168,73.55515438255102,66.52067798439234,0.10043811668712613,0.9736219181959699,70.92475811364984,,,,,1.8944876727838833,
2020-01-18 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.0,,0.0,-0.003482273358199506,0.00990188260986182,0.15718751338229747,0.008729832078749769,0.13858178800635554,,,66.97258843402662,1.1901602767110404,1.023651918013659,1.6652739679953361,70.52031473176028,0.038834663395833975,70.23389748965992,74.0034556847623,66.46433929455755,0.1073429876408993,0.9159241927987782,71.30088738673015,,,,,1.6636967711951107,
2020-01-19 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.0,,0.0,0.009105316336630809,0.008202246494500728,0.13020662649900147,0.008534647184954601,0.13548332387440412,,,66.97258843402662,1.1901602767110404,1.035545372206329,1.6059197135446803,70.77452144254444,0.035369921644931746,70.40810309516058,74.35255979820563,66.46364639211554,0.11204553253519384,0.8753996451811819,71.61915061779811,,,,,1.5015985807247294,
2020-01-20 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.0,,-0.001841932582319683,0.009105316336630809,0.00875529227339354,0.13898595606650785,0.008349920325520833,0.13255087589118972,,,66.97258843402662,1.1901602767110404,1.0465892939566657,1.5562888659729384,70.98708404031292,0.03247277347407163,70.5639712685033,74.63100652259371,66.49693601441288,0.11527228927110461,0.8449228916010534,71.88845027485561,,,,,1.3796915664042153,
2020-01-21 00:00:00-05:00,73.34381561207009,73.88336264250772,72.90791936171401,73.50498962402344,48930000.0,0.0018436310260717536,,-0.0010916565361756003,0.010967450222861164,0.00879403256082174,0.13960093906403293,0.00813462590319563,0.12913318289039893,,,67.85149607194666,0.9754432807937121,1.0415074358735976,1.420422381885478,71.16590851264176,0.03182207253338892,70.7110221862793,74.88236806097692,66.53967631158167,0.11798290409969567,0.8348999965085222,72.13714863626605,,,,,1.3395999860340881,
2020-01-22 00:00:00-05:00,73.8759245867756,74.41397338110437,73.52532192544703,73.58531951904297,28458000.0,0.0010922528271748587,,-0.0005523141496563966,0.036417517124036625,0.0008467745861229757,0.013442129828466235,0.00794801255885453,0.1261707878876832,,,68.3889958921635,0.9089837570809323,1.0320414588169786,0.8247141842841204,71.39582882115702,0.029754449830435688,70.99663696289062,75.13188813695358,66.86138578882766,0.11649146638380692,0.8130018525100765,72.35994415669326,,,,,1.252007410040305,
2020-01-23 00:00:00-05:00,73.7678173234847,74.06287927041319,73.40927702930324,73.62598419189453,26650000.0,0.0005524667313009916,,0.012631576296439517,0.02357119810472419,0.0007847759437918354,0.0124579318930752,0.007784064351814445,0.12356819078534527,,,68.67451822398624,0.6536022411099509,1.0050100861236195,0.7687071297946845,71.61246116783735,0.027347994680916563,71.30203819274902,75.2536749806,67.35040140489805,0.1108421831412059,0.7940485327865044,72.55471954672423,,,,,1.1761941311460178,
2020-01-24 00:00:00-05:00,74.02914675123824,74.097581382054,72.559292859008,72.70757293701172,29786000.0,-0.012552463453258916,,0.0,0.006501011314193006,0.006042142033542685,0.09591603124130418,0.00835453767890648,0.13262417410383207,,,56.304986771355075,1.5382885230460062,1.0431014030466472,0.8513326187924258,71.79604543647616,0.012536899028732996,71.56151885986328,75.12988811556446,67.99314960416211,0.09972871768384342,0.6605851293721058,72.5782354529223,,,,,0.6423405174884237,
2020-01-25 00:00:00-05:00,74.02914675123824,74.097581382054,72.559292859008,72.70757293701172,29786000.0,0.0,,0.0,0.008196712639942483,0.006042142033542685,0.09591603124130418,0.00835453767890648,0.13262417410383207,,,56.304986771355075,1.5382885230460062,1.07847191161803,0.843643078875218,71.97631330790263,0.010057544208532408,71.82099952697754,74.86798060490274,68.77401844905235,0.08484930864212445,0.6454839047832018,72.5981335273976,,,,,0.5819356191328064,
2020-01-26 00:00:00-05:00,74.02914675123824,74.097581382054,72.559292859008,72.70757293701172,29786000.0,0.0,,0.024054834741750852,0.023304241419184635,0.005815212788416067,0.0923136411544283,0.00835453767890648,0.13262417410383207,,,56.304986771355075,1.5382885230460062,1.1113159552914569,0.8644322103008651,72.18834990101784,0.007141251110715659,71.99049835205078,74.8205563154904,69.16044038861115,0.07862309688703549,0.6266890279677194,72.61497035964592,,,,,0.5067561118708773,
2020-01-27 00:00:00-05:00,70.99026646132236,71.24019965615449,70.3931962623692,70.99968719482422,34132000.0,-0.023770074736081018,,-0.012940394825072477,-0.0007329620417793059,0.010804934159572996,0.171523012311941,0.008668257071538194,0.1376043150700025,,,39.697701239131455,2.314376674642517,1.1972488638165326,0.9908440114493402,72.2791813953208,-0.01802112447320556,72.08129768371582,74.63524348138459,69.52735188604704,0.07086292505096635,0.2882471723012121,72.36646525736566,71.4463651292357,0.9201001281299597,,,-0.8470113107951524,
2020-01-28 00:00:00-05:00,71.49608309873746,72.14373017574707,70.93174708981847,71.93049621582031,29724000.0,0.013024851123919571,,-0.004256169460159609,0.012367472763845644,0.013997063031087054,0.22219648719331372,0.009010743019495922,0.14304111094498467,,,48.596492154257874,1.211983085928594,1.1983013082531084,0.8699393290193427,72.39853283473063,-0.006506789797557086,72.19401588439942,74.48662864975925,69.90140311903959,0.06351254289637738,0.4425285262821637,72.29939309712792,71.48222669120494,0.8171664059229755,,,-0.22988589487134514,
