datetime,open,high,low,close,volume,returns,returns_norm,returns_fwd_1,returns_fwd_5,vol_5d,vol_5d_annual,vol_21d,vol_21d_annual,vol_63d,vol_63d_annual,rsi_14,tr,atr_14,vol_ratio_20,vwap_20d,vwap_dev,bb_middle,bb_upper,bb_lower,bb_width,bb_pct,ema_12,ema_26,macd_line,macd_signal,macd_histogram,z_price_20d,z_price_60d,signal_rsi,signal_rsi_strength,signal_macd,signal_macd_strength,signal_zscore,signal_zscore_strength,signal_bb,signal_bb_strength,position_scale,signal_ensemble
2020-01-02 00:00:00-05:00,66.86783552352698,67.8730239868164,66.77262179859589,67.8730239868164,27278000.0,,,0.005258814013650692,-0.01894487522449706,,,,,,,,1.1004021882205137,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-03 00:00:00-05:00,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000.0,-0.0052450347385542195,,0.0,-0.030974345722297847,,,,,,,,1.310669981298787,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-04 00:00:00-05:00,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000.0,0.0,,0.0,-0.041041395517325,0.0037087996311906987,0.05887536892019197,,,,,,1.310669981298787,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-05 00:00:00-05:00,66.84750602902096,68.12445054033702,66.81378055903824,67.51795959472656,23408000.0,0.0,,-0.025962193344278184,-0.047195083152411166,0.003028222218213217,0.04807153742419525,,,,,,1.310669981298787,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-06 00:00:00-05:00,67.02751808217074,69.34288486446046,66.9962821053439,69.31759643554688,46768000.0,0.026305160224620573,,0.0019353673327198173,-0.021798835387133897,0.014243005563894457,0.2261007038650441,,,,,,2.346602759116564,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-07 00:00:00-05:00,69.44900962487809,69.59976407326137,69.00765768436452,69.18370056152344,34330000.0,-0.0019334969222621627,,-0.007067436510343694,-0.023688357047458197,0.012747986803378523,0.20236801679083696,,,,,,0.5921063888968519,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-08 00:00:00-05:00,69.16931937572167,70.01384094895226,69.06071987013958,69.67613220214844,35314000.0,0.0070925291366803365,,-0.010388837231075199,-0.02429802500422007,0.011704750672033177,0.18580715661729558,,,,,,0.9531210788126856,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-09 00:00:00-05:00,70.51370271406968,70.84843766453115,69.93250773983897,70.40758514404297,33200000.0,0.010443177885703241,,-0.00641705242157542,-0.00754925897395331,0.011222948155358346,0.17815877877629563,,,,,,1.1723054623827096,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-10 00:00:00-05:00,70.88760830833094,71.15886487459247,70.39815395293984,70.86231231689453,26258000.0,0.006437730210235651,,0.0,-0.0071151970282079535,0.010356862698361169,0.1644100983762301,,,,,,0.7607109216526311,,,,,,,,,,,,,,,,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-11 00:00:00-05:00,70.88760830833094,71.15886487459247,70.39815395293984,70.86231231689453,26258000.0,0.0,,0.0,-0.014619347932523952,0.00518157603288947,0.08225496949438905,,,,,,0.7607109216526311,,0.8763474952441345,69.18273632903963,0.023701964174466683,69.07365417480469,71.8477113931701,66.29959695643927,0.08032171604372074,0.8223902755588786,,,,,,1.2895611022355151,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-12 00:00:00-05:00,70.88760830833094,71.15886487459247,70.39815395293984,70.86231231689453,26258000.0,0.0,,-0.00768748357375304,-0.03417336508365654,0.004633118971535664,0.07354848355955226,0.009056961663710388,0.14377480917614097,,,,0.7607109216526311,,0.8863106343283582,69.31806597078493,0.021792209365166786,69.23625946044922,72.08041753941538,66.39210138148306,0.08215805131965188,0.7858583825685906,,,,,,1.143433530274362,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-13 00:00:00-05:00,71.17423856104631,71.48318564833806,70.68429232295442,71.41128540039062,30730000.0,0.00771718459090482,,0.006598692005225226,-0.026691068661807038,0.0047182104620345725,0.07489926909483983,0.008653383743431,0.1373682083059655,,,,0.798893325383645,,1.0340476364064628,69.49844002109025,0.026786317716806077,69.41751162211101,72.40594980535866,66.42907343886336,0.08610041222784968,0.8335812314031047,69.84085643878328,,,,,1.3343249256124197,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-14 00:00:00-05:00,71.4097937019993,71.54021599791382,70.80330278532237,70.94315338134766,26076000.0,-0.006577015940666434,,-0.0059824952897631345,-0.033071531814447774,0.005761326599094718,0.0914582244181569,0.00886120642858244,0.14066729115621582,,,,0.7369132125914462,,0.8857938718662952,69.59687988579174,0.01897679242307097,69.53486868051382,72.51860993269989,66.55112742832776,0.08582000106724055,0.7359931009101476,70.01044058379318,,,,,0.9439724036405892,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-15 00:00:00-05:00,71.06365964443332,71.44847959482189,70.99621627063644,71.37012481689453,21550000.0,0.006000462108152004,,-0.007557927044361423,-0.02725207191656176,0.005670535703963802,0.0900169636392048,0.008508194676206915,0.1350634033162033,,,,0.505326213474234,1.003627810692446,0.7463314235956502,69.69141048677844,0.02352124694223196,69.66595840454102,72.69584631542416,66.63607049365787,0.0869833123744308,0.781225983019416,70.21962277350109,,,,,1.1249039320776661,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-16 00:00:00-05:00,71.6800692002155,71.94042198348346,71.40980383677255,71.91364288330078,26080000.0,0.0075866329042945735,,-0.01984412532365576,-0.02164940481781774,0.006184580867603805,0.0981771776330865,0.008234710934290493,0.13072198350382197,,,57.7343599982113,0.5702971665889294,0.9726756218279092,0.9090824587984867,69.82608998618191,0.029028607277015357,69.81580403645833,72.95773234611893,66.67387572679773,0.09000622002490614,0.8338457533216385,70.4802412519318,,,,,1.3353830132865534,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-17 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.020043664173362726,,0.0,-0.0029315783607526402,0.00943821500613847,0.1498270183596021,0.008935811617163078,0.1418516118092125,,,66.97258914163936,1.5070317732385377,1.0108439183572397,1.737519368283245,70.21089714124446,0.043051908648788696,70.03791618347168,73.55515414015964,66.52067822678372,0.10043810976540735,0.9736219508357491,70.9247577345072,,,,,1.8944878033429975,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-18 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.0,,0.0,-0.003482273358199506,0.009901857802950356,0.15718711958478632,0.008729827889901091,0.13858172151044426,,,66.97258914163936,1.1901602767110404,1.0236522296682256,1.6652739679953361,70.52031496242182,0.038834660252004015,70.23389748965992,74.0034554727311,66.46433950658874,0.10734298160303998,0.9159242161938035,71.30088706591714,,,,,1.6636968647752108,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-19 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.0,,0.0,0.009105316336630809,0.008202216547184947,0.13020615110010153,0.008534643168098594,0.13548326010879183,,,66.97258914163936,1.1901602767110404,1.0355456615998553,1.6059197135446803,70.77452165262689,0.035369918781587094,70.40810309516058,74.35255960749537,66.4636465828258,0.11204552711791206,0.8753996633313544,71.61915034634094,,,,,1.5015986533254195,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-20 00:00:00-05:00,72.52755882003636,73.42067465653932,72.23051437982828,73.36959838867188,52424000.0,0.0,,-0.0018418289792510034,0.009105316336630809,0.0087552671147023,0.13898555668466583,0.008349916461312216,0.13255081454877962,,,66.97258914163936,1.1901602767110404,1.0465895626792256,1.5562888659729384,70.98708423318753,0.032472770845263337,70.5639712685033,74.63100634790705,66.49693618909954,0.1152722843199473,0.844922906416128,71.88845004516108,,,,,1.3796916256645129,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-21 00:00:00-05:00,73.34380799940449,73.88335497384024,72.90791179429193,73.5049819946289,48930000.0,0.001843527231826274,,-0.0010917602171078844,0.010967345290262998,0.008793992788084855,0.13960030769140835,0.008134623824271638,0.12913314988850363,,,67.85144853323274,0.9754431795483072,1.0415076781698744,1.420422381885478,71.16590814997006,0.031821976976060755,70.71102180480958,74.88236644232926,66.5396771672899,0.11798286974367997,0.8348992270608266,72.13714726815613,,,,,1.339596908243308,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-22 00:00:00-05:00,73.8759245867756,74.41397338110437,73.52532192544703,73.58531951904297,28458000.0,0.0010923566214202079,,-0.0005523141496563966,0.036417517124036625,0.0008467515637563194,0.013441764359725647,0.007948008410202862,0.1261707220298797,,,68.38900012580942,0.9089913864754635,1.0320422287631308,0.8247141842841204,71.39582845910542,0.029754454750596536,70.9966365814209,75.1318866184439,66.8613865443979,0.11649143497891143,0.8130019846980864,72.35994299906179,,,,,1.2520079387923473,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-23 00:00:00-05:00,73.7678173234847,74.06287927041319,73.40927702930324,73.62598419189453,26650000.0,0.0005524667313009916,,0.012631576296439517,0.02357119810472419,0.000784751102563359,0.012457537550798342,0.007784060327585293,0.12356812690268794,,,68.67452238149781,0.6536022411099509,1.005010801073618,0.7687071297946845,71.6124608074786,0.027347999575367325,71.30203781127929,75.25367353339115,67.35040208916743,0.11084215384056664,0.7940486603574457,72.5547185671899,,,,,1.1761946414297821,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
2020-01-24 00:00:00-05:00,74.02914675123824,74.097581382054,72.559292859008,72.70757293701172,29786000.0,-0.012552463453258916,,0.0,0.00650090501283529,0.006042138807121467,0.09591598002345518,0.008354533929464102,0.13262411458327952,,,56.30499152600813,1.5382885230460062,1.0431020669287887,0.8513326187924258,71.79604507940196,0.012536903939833519,71.56151847839355,75.12988667068487,67.99315028610224,0.09972868849530374,0.6605852306796659,72.57823462408555,,,,,0.6423409227186638,,0,0.0,0,0.0,0,0.0,0,0.0,1.0,0
