,alpha_annual,beta_mkt,r2,regime
2022-10-07,0.016980948101208426,0.050106624511419846,0.0010251894722945742,range_bound
2022-10-10,-0.08187913497941401,0.09862579997106156,0.0038796744909960212,range_bound
2022-10-11,-0.1250618367609554,0.09955102597409733,0.003924462764843817,range_bound
2022-10-12,-0.14814582357746242,0.10149918424883696,0.004054910493335728,trending_down
2022-10-13,-0.1387668347576081,0.0989180625877934,0.0038171782505548313,range_bound
2022-10-14,-0.06853109186071116,0.12745497712900192,0.006375833563876165,trending_down
2022-10-17,-0.15276970027044545,0.16347661460011506,0.010197988890165877,range_bound
2022-10-18,0.00028816764542582973,0.2211005232860037,0.017752236114847664,range_bound
2022-10-19,0.02167979002095488,0.2246907680932887,0.018381913874146005,range_bound
2022-10-20,0.010774294104006543,0.22267708264693817,0.017945369044731874,range_bound
2022-10-21,0.01757786260216654,0.22060871326841502,0.017629641235656246,range_bound
2022-11-03,0.10253522865510645,0.23940660378639111,0.021031688436665252,range_bound
2022-11-04,0.14479211256092417,0.23289225405500116,0.019966210177266963,range_bound
2022-11-07,0.06519279566413672,0.23977178575759167,0.021478248961987356,range_bound
2022-11-08,0.053436084809585616,0.23856323272102697,0.021312395911596616,range_bound
2022-11-09,0.010391368058389139,0.23934950776342478,0.021559432441446313,range_bound
2022-11-10,-0.051077956341676445,0.2544743010668755,0.02475984722499458,crisis
2022-11-11,-0.08622958853557716,0.23786444923337002,0.02354350099689373,crisis
2022-11-14,-0.11066336900087537,0.23549649714059642,0.02315660846871692,crisis
2022-11-15,-0.09423340349931686,0.22940482557721817,0.02158396239322702,crisis
2022-11-16,-0.07155188827108838,0.230235059524439,0.02181684124709604,crisis
2022-11-17,-0.08059705822729835,0.22538223299024834,0.020607973488791176,crisis
2022-11-18,-0.08199495866214612,0.2262659569099898,0.02002480435560139,crisis
2022-11-21,-0.0923095119179631,0.22539456181893447,0.019866185637953837,crisis
2022-11-22,-0.09993138201937757,0.22567646762275737,0.019906454840791343,crisis
2022-11-23,-0.10054144217368466,0.22511648428497538,0.01939572743183382,crisis
2022-11-25,-0.10399234697492055,0.2343498641696008,0.020273502196613724,crisis
2022-11-28,-0.12961969021350084,0.23476277778191382,0.02028615805172229,crisis
2022-11-29,-0.1692224920551647,0.24978082507019994,0.022335047107776007,crisis
2022-11-30,-0.18820054378785778,0.25044623090214735,0.022418297532123654,crisis
2022-12-01,-0.32122678836331786,0.17073072387657076,0.009945685930813242,crisis
2022-12-02,-0.3232784897016934,0.17080147681463478,0.009953793955376211,crisis
2022-12-05,-0.33578246969269665,0.17193722183951346,0.009910573895388852,crisis
2022-12-06,-0.3599406223869458,0.18173709559290024,0.011130290860108749,crisis
2022-12-07,-0.4262276670975369,0.2059409705663822,0.013737597778155974,crisis
2022-12-08,-0.36447765093358564,0.20469202876697012,0.012569976563566287,crisis
2022-12-09,-0.32758301859755135,0.21147989854487995,0.013310696790424181,crisis
2022-12-12,-0.29199817127925753,0.2060860739481516,0.012618622051908668,crisis
2022-12-13,-0.29074765612964704,0.20827099930568788,0.012830174013734874,crisis
2022-12-14,-0.39528144320739245,0.20215237520673357,0.011833344355417719,crisis
2022-12-15,-0.37737887095974676,0.19889402970016976,0.011426314741197152,crisis
2022-12-16,-0.21538635220663482,0.12187507778171634,0.003938394427935088,crisis
2022-12-19,-0.1503600455672377,0.138787168394495,0.005048271723616882,crisis
2022-12-20,-0.10661690464454476,0.1313577582180248,0.004490156997418615,crisis
2022-12-21,-0.12671666368031198,0.1313337169317757,0.004477144260977894,crisis
2022-12-22,-0.17331026358663604,0.11610962215140815,0.003491068825551724,crisis
2022-12-23,-0.06324329250282579,0.08617278049983108,0.001875891141281394,crisis
2022-12-29,-0.15274891705515004,0.07715226487956349,0.0014864467933614067,crisis
2022-12-30,-0.026087173134295982,0.11716621699805577,0.003324294206686562,crisis
2023-01-03,-0.038963906871849474,0.11805646249142511,0.0033624081621539403,crisis
2023-01-04,0.030562690617274235,0.10538334156930128,0.0026260887982253456,crisis
2023-01-05,0.011548152473810358,0.07885965040309187,0.0014289442151560472,range_bound
2023-01-06,-0.14103163963739473,0.13872546951233447,0.004153881996507014,crisis
2023-01-09,-0.08647603416813521,0.16341498722577108,0.005809706516008539,crisis
2023-01-10,-0.004204132865878618,0.17396774208992022,0.0065457297067264,trending_up
2023-01-11,-0.05038735578327802,0.21383727851421663,0.00954026800169372,crisis
2023-01-12,0.12335607057401465,0.24876067629128434,0.012319372212495905,trending_up
2023-01-13,0.1844773460683753,0.283953941494524,0.015833188275847454,trending_up
2023-01-17,0.23773919059387105,0.2864090948301031,0.01604916425820002,trending_up
2023-01-18,0.1901591574423711,0.2886456494169114,0.01620437871013236,trending_up
2023-01-19,0.12739154197407943,0.25619176721993686,0.012546398573953454,range_bound
2023-01-20,0.2654059902983761,0.24043837050988684,0.010892858384541015,range_bound
2023-01-23,0.5973020654410945,0.30668440691915805,0.016189248782239818,trending_up
2023-01-24,0.49728087358579476,0.291026665043816,0.014547757779503012,trending_up
2023-01-25,0.6267825088126604,0.2863618833460072,0.013944480432973583,trending_up
2023-01-26,0.7607196156248515,0.2880194521831294,0.013951046893233565,trending_up
2023-01-27,0.781650205497753,0.2769764036523766,0.012995928234383669,trending_up
2023-01-30,0.7267228842560669,0.27647551187497243,0.012901107233633802,trending_up
2023-01-31,0.7811567162871138,0.25167905376764155,0.010656575205292507,trending_up
2023-02-01,0.6899536447766079,0.2380370686420365,0.00957408970727125,trending_up
2023-02-02,0.7114165026613088,0.21828163235270337,0.008058927164698138,trending_up
2023-02-03,0.49375856336886437,0.17395790181258633,0.004947056601480315,trending_up
2023-02-06,0.5989246047815553,0.16349451820592842,0.004395125213790596,trending_up
2023-02-07,0.6440038240446848,0.1609128691209506,0.004265003088923969,trending_up
2023-02-08,0.6280992690350082,0.16212486485130512,0.004295107004027687,trending_up
2023-02-09,0.5979091580163107,0.16315147728199927,0.004372069745658735,trending_up
2023-02-10,0.7832065940186226,0.22056860476106552,0.007945478429228992,trending_up
2023-02-13,0.7905191493378432,0.22146964556444945,0.008001495375307921,trending_up
2023-02-14,0.8039787525926145,0.22257769096891963,0.008093928905543613,trending_up
2023-02-15,0.5368011171972349,0.2522384392170083,0.010729094871011147,range_bound
2023-02-16,0.5206598857404536,0.25163099405073375,0.010677887817440057,range_bound
2023-02-17,0.5073663228281309,0.25341087398179274,0.01085354076608247,range_bound
2023-02-21,0.6708613706511399,0.30667201283301143,0.015722806866109273,range_bound
2023-02-22,0.7274960669564643,0.3016469199906964,0.015373069455468569,range_bound
2023-02-23,0.7441908193495443,0.30540105564549774,0.015629701810987107,range_bound
2023-02-24,0.7437508407133762,0.3047631083640272,0.015576257184464426,range_bound
2023-02-27,0.780962984037223,0.3002259897963706,0.015154278387703779,range_bound
2023-02-28,0.7651943181670602,0.3013088458702284,0.015118493845258651,range_bound
2023-03-06,0.7641230929028551,0.301603715764577,0.01515540435768814,range_bound
2023-03-07,0.8851722405557791,0.30223700086579564,0.015125732760346788,range_bound
2023-03-08,0.804099453592003,0.31735599308763424,0.016734730900817896,range_bound
2023-03-09,0.8327400761342725,0.3172992551486987,0.01671868078847827,range_bound
2023-03-10,0.6806287759251142,0.3429764677605331,0.01918603268561181,range_bound
2023-03-13,0.5811241367235815,0.3636892523116433,0.02149776269314352,range_bound
2023-03-14,0.6113019566506137,0.3628939655675805,0.02113875490421968,range_bound
2023-03-15,0.36759145885725397,0.3109528579928164,0.015209418268227637,range_bound
2023-03-16,0.5175649483845088,0.30110264278648224,0.014101667859146794,range_bound
2023-03-17,0.8848815407006048,0.3484799406412527,0.01842530189446001,range_bound
2023-03-30,0.7332875222629498,0.3928815587588134,0.023611091507826032,range_bound
2023-03-31,0.7116016232676141,0.39313374321320466,0.02367541605515555,range_bound
2023-04-03,0.5985063492547185,0.3742550194679778,0.021517827870072948,range_bound
2023-04-04,0.7995926176140367,0.41063639872665336,0.026301509502766107,range_bound
2023-04-05,0.37819973618523917,0.6010424819142682,0.05934901558326777,range_bound
2023-04-06,0.3464512107024089,0.6047794336252951,0.06004629984950105,range_bound
2023-04-12,0.17655883461952526,0.6013561715978869,0.05799960270984805,range_bound
2023-04-13,0.17678186312552668,0.6033036503856182,0.05825669749740059,range_bound
2023-04-14,0.09931735320343305,0.5745161774619364,0.05246864228754011,range_bound
2023-04-17,-0.02139861373028351,0.5921037304648372,0.055480665647570704,range_bound
2023-04-18,0.04882614827905285,0.6023332585233827,0.05637911598044987,range_bound
2023-04-19,0.22043660916312224,0.6400292058146815,0.0631837035388837,range_bound
2023-04-20,0.20783837714880882,0.6372362009866088,0.06260010592398535,range_bound
2023-04-21,0.1798310588778158,0.6432710986709115,0.06340282550313847,range_bound
2023-04-24,0.3743681736628557,0.48919308719390536,0.03627785553254392,range_bound
2023-04-25,0.33425137622087386,0.48839492649155936,0.03610940059710199,range_bound
2023-04-26,0.40369937370935216,0.46516026639274255,0.032653927450591924,range_bound
2023-04-27,0.49180938842255273,0.44220811316705344,0.029363187423801063,range_bound
2023-04-28,0.2459381721227334,0.3814174227697911,0.02148164067134739,range_bound
2023-05-01,0.3000750069402378,0.36555358003445887,0.0196004342171473,range_bound
2023-05-03,0.32795486045745514,0.36115359614690096,0.019051360963239894,range_bound
2023-05-04,0.35910612954528753,0.3597026643357412,0.018966114681559842,range_bound
2023-05-05,0.2972174508484162,0.3172550524767537,0.014767862389723274,range_bound
2023-05-08,0.3603916611353546,0.25179309820437634,0.00936661226831137,range_bound
2023-05-09,0.31963904303125124,0.22981495458912854,0.007641371821804799,range_bound
2023-05-10,0.2162855721703092,0.15600071755349545,0.0035099363475890044,range_bound
2023-05-11,0.35880149114782256,0.11343711232401608,0.001692527047568837,range_bound
2023-05-12,0.6040687101033511,0.10296125137899662,0.0013416229886116238,range_bound
2023-05-15,0.5659898607294829,0.10367016891920318,0.0013503466480998538,range_bound
2023-05-16,0.825472886227518,0.010578023187281082,1.3810791022472735e-05,range_bound
2023-05-17,0.7926029756853963,0.013177533481266143,2.13491609882821e-05,range_bound
2023-05-18,0.8060267363541747,-0.0039957761517291175,1.971156114555228e-06,range_bound
2023-05-19,0.705987887514546,-0.012946039133470467,2.0681299973346334e-05,range_bound
2023-05-22,0.6036327162541313,-0.06180345357140996,0.0004587751619354874,range_bound
2023-05-23,0.73937361633162,-0.14735484947216554,0.002570647222067235,range_bound
2023-05-24,0.6172545047694855,-0.2841698072459765,0.009610662782893575,range_bound
2023-05-25,0.6312904783093962,-0.3010470208247003,0.010732361513897892,range_bound
2023-05-26,0.6210267850042857,-0.324727940108056,0.012442334892191709,range_bound
2023-05-30,0.586394114839619,-0.3316010732279683,0.013000848824349931,range_bound
2023-05-31,0.5322906428660212,-0.37535181143653706,0.016164263848837512,range_bound
2023-06-01,0.5670391043336662,-0.3813383993401302,0.016592161578737774,range_bound
2023-06-02,0.5230623778385328,-0.3904844395782378,0.01725445506811729,range_bound
2023-06-05,0.4780841036622985,-0.4033867050895346,0.018490884463545743,range_bound
2023-06-06,0.3972697224293473,-0.39885473603160765,0.017977673941404815,range_bound
2023-06-07,0.3620796768665233,-0.4152935277227674,0.018846342669893823,range_bound
2023-06-08,0.5842309438872941,-0.5447512172450547,0.024840267870812283,range_bound
2023-06-09,0.595367819223837,-0.5441072604642702,0.024676707264269515,range_bound
2023-06-12,0.6100719199501021,-0.5493757854096705,0.024995515231000298,range_bound
2023-06-13,0.5411444415250026,-0.5644464146065036,0.02630544925997802,range_bound
2023-06-14,0.5570169708640451,-0.5693805909807901,0.026691908956875232,range_bound
2023-06-15,0.5760604275920036,-0.5707364852473027,0.026789634580521193,trending_up
2023-06-16,0.5202918428646068,-0.5891970501313499,0.028688043337423252,range_bound
2023-06-20,0.6307812184250432,-0.6007636173877581,0.029679834611911593,range_bound
