,alpha_annual,beta_mkt,r2,regime
2022-10-10,-0.19304985651069995,0.16336707106346024,0.027360435287413387,crisis
2022-10-11,-0.18967723309353213,0.16287542553167253,0.026978337638469574,crisis
2022-10-12,-0.18748004667661444,0.16263730488964298,0.026871145250335404,crisis
2022-10-13,-0.18400988537958973,0.16181265624409874,0.026538228124580843,crisis
2022-10-14,-0.1994442679755647,0.15856900195581936,0.02618101949071716,crisis
2022-10-17,-0.19070710379525024,0.15729894346074036,0.025753702678618318,crisis
2022-10-18,-0.19706863421330778,0.15451439223226118,0.02540063512091506,crisis
2022-10-19,-0.19862302150667288,0.15410717453513684,0.025309100084370706,crisis
2022-10-20,-0.201359820466543,0.156656421768223,0.025820105959025064,crisis
2022-10-21,-0.2000839381957613,0.15607651962987296,0.02561916166005551,crisis
2022-10-24,-0.20559434521526532,0.1535953435736926,0.025353276277424897,crisis
2022-10-25,-0.20685696414206334,0.153242422259521,0.025313101256342785,crisis
2022-10-26,-0.21262064847782158,0.15158934946207037,0.024816380855583242,crisis
2022-10-27,-0.21429701451680438,0.15280379521781776,0.025049730854168617,crisis
2022-10-28,-0.21764022203814004,0.15472608328966936,0.025453217876217682,crisis
2022-10-31,-0.22500603514505346,0.15258926646183088,0.025252151948251256,crisis
2022-11-01,-0.21823970622221944,0.15346842844018557,0.025316160238843977,crisis
2022-11-02,-0.21720698699226793,0.153307117529445,0.025259643841589186,crisis
2022-11-03,-0.22127441421872718,0.1544837099895071,0.025787416829747944,crisis
2022-11-11,-0.2212489591657415,0.1542020306357744,0.02573134448090708,crisis
2022-11-14,-0.22617047807480595,0.15465676164241995,0.025931898147145915,crisis
2022-11-15,-0.23658750030898357,0.15901446320878213,0.027295646670128515,trending_down
2022-11-16,-0.23983957046282123,0.1589062707612697,0.027347148738508187,trending_down
2022-11-17,-0.23995543646181006,0.15947378386015582,0.027420887916462022,trending_down
2022-11-18,-0.237446346067251,0.15963269221384438,0.027145315214125443,range_bound
2022-11-21,-0.23743991951825827,0.1596757349154931,0.027185055355241183,range_bound
2022-11-22,-0.23395320785596985,0.15942792468225692,0.027072696579238276,range_bound
2022-11-23,-0.23204616978264936,0.15605419775742294,0.02555527235642796,range_bound
2022-11-25,-0.2304914123744337,0.15648063901892062,0.02558765811025121,range_bound
2022-11-28,-0.23012930290736078,0.15632573177766623,0.025418332786492304,trending_down
2022-11-29,-0.2262793571761086,0.15482959226713322,0.02509078271203513,trending_down
2022-11-30,-0.22589522688963048,0.15450899508985222,0.02485161482641851,crisis
2022-12-01,-0.2384086752962966,0.14960369740022592,0.02400631261034103,crisis
2022-12-02,-0.23843466927289303,0.14961009559738767,0.023812760438450042,crisis
2022-12-05,-0.23849790406872162,0.14960301468885034,0.023780559646897848,crisis
2022-12-06,-0.23997898950493723,0.1468062819553549,0.023047768765289023,crisis
2022-12-07,-0.24318669693286243,0.14382660883724785,0.022115624065480066,trending_down
2022-12-08,-0.24505078973710104,0.1437455242179651,0.022078261056500903,trending_down
2022-12-09,-0.22675928931737432,0.13804182737408402,0.020470044063477078,trending_down
2022-12-12,-0.22948098484473034,0.1372415009071977,0.02024881140189483,trending_down
2022-12-13,-0.2624970877058671,0.13064317729765065,0.0186937383390412,trending_down
2022-12-14,-0.2462453898221647,0.12661928773161646,0.017650335186367605,trending_down
2022-12-15,-0.23263263211148622,0.12781468420431344,0.017992840092126094,crisis
2022-12-16,-0.2553569474210936,0.12689009449187563,0.018174795208511063,trending_down
2022-12-19,-0.3139760296266131,0.1482455317445355,0.026568895120726466,trending_down
2022-12-20,-0.32118866466366036,0.14814847438515533,0.026618568045996938,trending_down
2022-12-21,-0.2999624524429313,0.1534799849185571,0.02854272865879759,trending_down
2022-12-22,-0.32508708611318615,0.15885872494632391,0.03106796827568814,trending_down
2022-12-23,-0.3222241390723952,0.15779760200439305,0.030789802709961456,range_bound
2022-12-27,-0.3008756832710542,0.16504695342092005,0.03353982218062912,range_bound
2022-12-28,-0.29656254924584313,0.16498968942969777,0.03351659385529404,trending_down
2022-12-29,-0.3134658855539565,0.17057871583212555,0.03605366353380868,trending_down
2022-12-30,-0.3407399033065355,0.18698605226160742,0.043511455411769706,trending_down
2023-01-03,-0.32093183711853934,0.18975953052145242,0.04493323818839168,range_bound
2023-01-04,-0.34357767265770944,0.20638991471261275,0.05235554178665469,range_bound
2023-01-05,-0.35253624146806695,0.21596532006348768,0.05520893567282714,range_bound
2023-01-06,-0.3527440540365768,0.21559616776024887,0.05511417750441061,range_bound
2023-01-09,-0.36243856661688123,0.2105738659825671,0.05351495043959187,range_bound
2023-01-10,-0.3551364749049055,0.21401573711831776,0.05352328686771668,range_bound
2023-01-11,-0.36325576204519083,0.2233287903879433,0.05616242948549177,range_bound
2023-01-13,-0.3686425135479402,0.22324188937504486,0.05643075610415993,range_bound
2023-01-17,-0.3783063055379171,0.23203900110532216,0.05900482851394029,range_bound
2023-01-18,-0.3771394562054944,0.2318296857286476,0.058882469724464204,range_bound
2023-01-19,-0.3772616054424651,0.23190439339456997,0.058915014669720045,range_bound
2023-01-20,-0.3765524578435233,0.2318038431655076,0.05885001822264002,range_bound
2023-01-23,-0.38264776895471486,0.22931125875890376,0.058189950637874244,range_bound
2023-01-24,-0.38448201546395544,0.2285775074894059,0.057335299767482306,range_bound
2023-01-25,-0.39150044612336754,0.2223240620677508,0.05334278108322932,range_bound
2023-01-26,-0.38999361394605436,0.2224859466090781,0.05337300506415732,range_bound
2023-01-27,-0.39718278270146856,0.2231882079178716,0.05389006594867307,range_bound
2023-01-30,-0.40208446697465094,0.21985743721773082,0.05174233211372348,range_bound
2023-01-31,-0.3815634508900305,0.21026783696488277,0.047668940039574226,range_bound
2023-02-01,-0.3781488664935758,0.2099664644118612,0.047939746468993016,range_bound
