datetime,open,high,low,close,volume
2020-01-02 00:00:00-05:00,150.41535275784207,152.2626224460996,149.98906197669726,152.15841674804688,22622100
2020-01-03 00:00:00-05:00,149.9795640082844,151.5236842826628,149.7332517957889,150.2637481689453,21116200
2020-01-06 00:00:00-05:00,148.80490629687822,150.7184951877552,148.26492739771743,150.6521759033203,20813700
2020-01-07 00:00:00-05:00,150.92692052732374,151.2584736153163,149.03228189326714,149.27857971191406,21634100
2020-01-08 00:00:00-05:00,150.55738711507612,152.32888330245382,149.62901863258827,151.65628051757812,27746500
2020-01-09 00:00:00-05:00,153.31411932222434,153.674105204978,152.5467931657798,153.5509490966797,21385000
2020-01-10 00:00:00-05:00,154.2425275193915,154.62144943814087,152.68891006966302,152.84048461914062,20725900
2020-01-13 00:00:00-05:00,153.23836952210237,154.70671737368204,152.76470985739576,154.6782989501953,21626500
2020-01-14 00:00:00-05:00,154.7824534261497,154.98139677965818,153.20043240422595,153.58883666992188,23477400
2020-01-15 00:00:00-05:00,154.0530758377426,155.303544381157,154.00572143181222,154.5835723876953,21417900
2020-01-16 00:00:00-05:00,155.6919174437164,157.48235016664844,155.38876835912026,157.41603088378906,23865400
2020-01-17 00:00:00-05:00,158.60016218369577,158.64753102974288,156.7149919685834,158.29702758789062,34371700
2020-01-21 00:00:00-05:00,157.89914820309696,159.32960936368943,157.66231841676765,157.7286376953125,29517200
2020-01-22 00:00:00-05:00,158.58121907428676,158.66648878308445,156.95182898866327,156.9707794189453,24138800
2020-01-23 00:00:00-05:00,157.43496426740944,158.0128294992705,156.5634324259856,157.93704223632812,19680800
2020-01-24 00:00:00-05:00,158.68543005957545,158.70438049049056,155.7866356921332,156.34555053710938,24918100
2020-01-27 00:00:00-05:00,152.66048172072817,154.77301392246096,151.76053138101526,153.73095703125,32078100
2020-01-28 00:00:00-05:00,155.15191986936853,157.0276076258131,154.4793314082179,156.74342346191406,24899900
2020-01-29 00:00:00-05:00,158.99802382465174,159.86008761817865,156.96129367549298,159.18748474121094,34754500
2020-01-30 00:00:00-05:00,164.88091010363243,164.88091010363243,161.7926402519902,163.6778106689453,51597500
2020-01-31 00:00:00-05:00,163.1378330139446,163.31781150569444,160.6463790875127,161.2621307373047,36142700
2020-02-03 00:00:00-05:00,161.45156006694415,165.30715509257476,161.42314165512857,165.1934814453125,30107000
2020-02-04 00:00:00-05:00,167.80809677985968,171.1237134714776,167.02182022982586,170.631103515625,36433300
2020-02-05 00:00:00-05:00,174.3351158434909,174.49615834021887,169.0111876454054,170.4226837158203,39186300
2020-02-06 00:00:00-05:00,171.43636512906852,174.13623076252514,170.57430114590088,173.95623779296875,27751400
2020-02-07 00:00:00-05:00,173.21733945607366,175.85088594864706,172.86682148638042,174.20254516601562,33529100
2020-02-10 00:00:00-05:00,173.90887006854624,178.89176413177015,173.59625298069977,178.75914001464844,35844300
2020-02-11 00:00:00-05:00,180.6064006880335,180.6537695392819,173.8330741528824,174.7235565185547,53159900
2020-02-12 00:00:00-05:00,175.8035026959606,176.05928293291046,172.2700060504583,174.97933959960938,47062900
2020-02-13 00:00:00-05:00,173.43516681747468,176.4192159295942,173.23622346436093,174.031982421875,35295800
2020-02-14 00:00:00-05:00,173.5962108192426,175.64242337639334,173.02781362394256,175.58558654785156,23149500
2020-02-18 00:00:00-05:00,175.8319548596929,177.81184894154453,175.72774914722984,177.36660766601562,27792200
2020-02-19 00:00:00-05:00,178.63945513349202,178.75343930147744,177.12910692998037,177.89852905273438,29997500
2020-02-20 00:00:00-05:00,177.58507149081467,177.87004642669885,172.0281254659961,175.1818084716797,36862400
2020-02-21 00:00:00-05:00,173.99438799966083,174.30785891305882,168.3709427375459,169.64381408691406,48572600
2020-02-24 00:00:00-05:00,159.36585498840046,165.80622141128146,155.0532703487702,162.32955932617188,68311100
2020-02-25 00:00:00-05:00,165.47367252715827,166.08161197190887,159.2517834397521,159.6507568359375,68073300
2020-02-26 00:00:00-05:00,161.20868089476,164.58083826118965,159.78382076998352,161.6456298828125,56206100
2020-02-27 00:00:00-05:00,155.13875963759634,158.66290516046735,150.06624715653416,150.2562255859375,93174900
2020-02-28 00:00:00-05:00,144.7752687189207,155.50921622258826,144.38580353335962,153.8943634033203,97012700
2020-03-02 00:00:00-05:00,157.02904179044228,164.25783086258915,154.17932227965255,164.13433837890625,71030800
2020-03-03 00:00:00-05:00,165.09375911275336,166.2336440588436,154.13182955336734,156.2691192626953,71677000
2020-03-04 00:00:00-05:00,160.04977122484704,162.14905673296266,157.32352937599967,162.00657653808594,49814400
2020-03-05 00:00:00-05:00,157.73196790911553,162.3105094316325,157.39000100953325,157.94094848632812,47817300
2020-03-06 00:00:00-05:00,154.46432171432747,154.93927504171984,148.18543814642317,153.47642517089844,72821100
2020-03-09 00:00:00-04:00,143.43590508064403,149.84777500974567,142.48599842448084,143.07493591308594,70419300
2020-03-10 00:00:00-04:00,150.23725610009342,152.96348385327482,144.93677465901976,152.85899353027344,65354400
2020-03-11 00:00:00-04:00,149.25881588095203,149.8002550593637,143.57836446468625,145.93414306640625,56371600
2020-03-12 00:00:00-04:00,138.0214317979302,145.7821669760473,131.63805829012034,132.09400939941406,93226400
2020-03-13 00:00:00-04:00,140.11122857796408,153.79938665871734,133.68035660445514,150.87367248535156,92727400
2020-03-16 00:00:00-04:00,132.98689504145688,141.8685256152084,128.23736307569055,128.63632202148438,87905900
2020-03-17 00:00:00-04:00,132.98692056268771,140.111219878546,128.23738768544888,139.22781372070312,81059800
2020-03-18 00:00:00-04:00,131.08709725869974,138.68634927369683,128.25637994155176,133.3668670654297,81593200
2020-03-19 00:00:00-04:00,135.61816456023482,142.6284651649305,132.0370127460227,135.56117248535156,85922700
2020-03-20 00:00:00-04:00,138.6863510776693,139.7312540410922,129.05429960314783,130.46966552734375,84866200
2020-03-23 00:00:00-04:00,130.14672252460196,133.52840283190852,125.88165036490473,129.16831970214844,78975200
2020-03-24 00:00:00-04:00,136.5490663326342,142.10602543854912,134.19330215103852,140.9091339111328,82516700
2020-03-25 00:00:00-04:00,141.4506069839255,146.59909944242216,137.20452297118143,139.56028747558594,75638200
2020-03-26 00:00:00-04:00,140.96615988290495,148.81239913590423,140.9376638391544,148.28994750976562,64568100
2020-03-27 00:00:00-04:00,144.14831530529963,147.13102121684818,141.7260507653704,142.2010040283203,57042300
2020-03-30 00:00:00-04:00,144.8037706334884,152.55501230058746,142.49548995938957,152.2035369873047,63420300
2020-03-31 00:00:00-04:00,151.41511399644187,156.52561640437477,148.71738259294858,149.80978393554688,77927200
2020-04-01 00:00:00-04:00,145.33574241165908,149.84779977411256,143.26495251632153,144.49032592773438,57969900
2020-04-02 00:00:00-04:00,144.25282142442757,147.69147878711792,142.82796147930063,147.4824981689453,49630700
2020-04-03 00:00:00-04:00,147.33051565835152,149.49630149094543,144.56628404497476,146.12413024902344,41243300
2020-04-06 00:00:00-04:00,152.28902386275382,158.15943933853654,149.68627471810913,156.99105834960938,67111700
2020-04-07 00:00:00-04:00,161.09462171690367,161.48408681671097,155.08171250963323,155.30020141601562,62769000
2020-04-08 00:00:00-04:00,157.37099056058554,158.3208969546214,155.30969542485835,156.85804748535156,48318200
2020-04-09 00:00:00-04:00,158.02645613418778,158.98585654320863,155.1482404127014,156.86756896972656,51385100
2020-04-13 00:00:00-04:00,156.1171895540331,157.27607701831892,154.1698777004756,157.2190704345703,41905300
2020-04-14 00:00:00-04:00,160.53420617356386,165.04626226424094,159.58429962815816,164.99876403808594,52874300
2020-04-15 00:00:00-04:00,162.62399924309832,164.8752876336318,160.76219051302303,163.2699432373047,40940800
2020-04-16 00:00:00-04:00,165.5687281288851,168.3994458213664,164.23885015327437,168.1714630126953,50479600
2020-04-17 00:00:00-04:00,170.50821509765711,170.98316834305447,167.06004989785689,169.65330505371094,52765600
2020-04-20 00:00:00-04:00,167.781994358711,169.795791556013,166.22414823554044,166.29063415527344,36669600
2020-04-21 00:00:00-04:00,164.8088082997189,164.97029069532127,157.7889985432716,159.41334533691406,56203700
2020-04-22 00:00:00-04:00,162.80451385139472,165.28377099611347,162.2630745524747,164.82781982421875,34620200
2020-04-23 00:00:00-04:00,165.38827470051632,166.29068326802962,162.34857581784783,162.83302307128906,32790800
2020-04-24 00:00:00-04:00,163.44091045280888,165.81567670835807,162.1585453714661,165.80618286132812,34277600
2020-04-27 00:00:00-04:00,167.7439630875399,168.03843174434013,164.61877749496904,165.33120727539062,33194400
2020-04-28 00:00:00-04:00,166.7940935372614,166.87008780328102,160.90467561776978,161.3036346435547,34392700
2020-04-29 00:00:00-04:00,164.54281734751044,168.779392536246,163.26994602134675,168.5419158935547,51286600
2020-04-30 00:00:00-04:00,170.98322333626544,171.3631802570195,167.4020706557273,170.23280334472656,53875900
2020-05-01 00:00:00-04:00,166.99362242300225,169.69135432231735,165.29328109253808,165.8252410888672,39370500
2020-05-04 00:00:00-04:00,165.74918687198553,170.03325987772834,165.09374908184085,169.8812713623047,30372900
2020-05-05 00:00:00-04:00,171.57215279474113,174.45036909184662,170.88821877419855,171.70513916015625,36839200
2020-05-06 00:00:00-04:00,172.95895572230177,174.97275261332638,172.5315007494135,173.39590454101562,32139300
2020-05-07 00:00:00-04:00,174.94428648306186,175.3052556080261,173.4339385566434,174.40284729003906,28316000
2020-05-08 00:00:00-04:00,175.7137316135177,175.7327338053412,174.1748874476006,175.4287567138672,30877800
2020-05-11 00:00:00-04:00,173.97539842652998,178.11699203070202,173.69043802497885,177.3855743408203,30892700
2020-05-12 00:00:00-04:00,177.4425699136979,177.67053823942587,173.16798987319115,173.36746215820312,32038200
2020-05-13 00:00:00-04:00,173.4054691701278,174.83032920522427,167.69652068640866,170.7457275390625,44711500
2020-05-14 00:00:00-04:00,168.64639240959448,171.63860655955162,166.87956575262888,171.4866180419922,41873900
2020-05-15 00:00:00-04:00,170.09027099782256,177.68952368706329,168.13346574945095,173.98489379882812,46610400
2020-05-18 00:00:00-04:00,176.44515011723627,176.87260518633394,174.74482368880803,175.64723205566406,35264500
2020-05-19 00:00:00-04:00,175.76122950334033,177.25258992843055,174.29837961314254,174.43136596679688,26799100
2020-05-20 00:00:00-04:00,176.04117015118126,177.0318325808868,175.21245438645676,176.85084533691406,31261300
2020-05-21 00:00:00-04:00,176.6031677448123,177.81291307895333,174.5932820706001,174.7266387939453,29119500
